X1	X2	value
525	LRBM1P5	LRBM2P13	0.131714495952907
526	LRBM1P6	LRBM2P13	0.142384105960265
527	LRBM2P1	LRBM2P13	0.153544272749571
528	LRBM2P12	LRBM2P13	0.00147167034584253
529	LRBM2P13	LRBM2P13	NA
530	LRBM2P14	LRBM2P13	0.00196222712779004
531	LRBM2P15	LRBM2P13	0.111846946284032
532	LRBM2P2	LRBM2P13	0.232891832229581
533	LRBM2P24	LRBM2P13	0.13588422859946
534	LRBM2P25	LRBM2P13	0.119205298013245
535	LRBM2P26	LRBM2P13	0.135025754231052
536	LRBM2P27_r	LRBM2P13	0.136252146185921
537	LRBM2P3	LRBM2P13	0.129139072847682
538	LRBO10	LRBM2P13	0.174270296786853
539	LRBO11	LRBM2P13	0.175128771155261
540	LRBO12	LRBM2P13	0.173289183222958
541	LRBO13	LRBM2P13	0.146308560215845
542	LRBO2_r	LRBM2P13	0.157591366200638
543	LRBO20	LRBM2P13	0.185307824380672
544	LRBO22	LRBM2P13	0.184571989207751
545	LRBO23	LRBM2P13	0.182977679666421
546	LRBO24	LRBM2P13	0.176845719892078
547	LRBO25	LRBM2P13	0.175006131959774
548	LRBO9	LRBM2P13	0.261712043168997
549	LRLC1	LRBM2P13	0.118469462840324
550	LRLC13	LRBM2P13	0.146185921020358
551	LRLC14	LRBM2P13	0.145572725042924
552	LRLC15	LRBM2P13	0.150723571253373
553	LRLC16	LRBM2P13	0.148148148148148
554	LRLC18	LRBM2P13	0.207260240372823
555	LRLC19	LRBM2P13	0.13159185675742
556	LRLC2	LRBM2P13	0.14925190090753
557	LRLC4	LRBM2P13	0.141525631591857
558	LRLC5	LRBM2P13	0.139563404464067
559	LRLC6	LRBM2P13	0.13784645572725
